countyCode,city
ID,Tel Aviv
KP,Yogyakarta (city)
EE,Hangzhou
CH,Oranjestad
CZ,Hargeisa
GD,Seville
IE,Cologne
AO,Hamburg
DE,Luxembourg (city)
JM,Saint Petersburg
KH,San Carlos de Bariloche
GR,Philadelphia
ST,Malang
NC,Saint-Pierre
QA,Cartagena
TJ,Omdurman
AM,Zapopan
SA,Monaco
MH,Cayenne
SI,Dublin
KP,Rome
AD,Phuket (city)
GU,Cardiff
HK,Tianjin
RU,Honolulu
LB,Ottawa
ID,Bratislava
DJ,Dalian
AW,City of Halifax
SH,Dibrugarh
NI,Blantyre
IT,Maceió
DZ,Helsinki
PT,Norilsk
MD,Nouméa
AN,Nukuʻalofa
SZ,Cebu City
LK,Austin
TT,Skopje
GU,Thiès
WS,Conakry
KW,Asunción
AR,Cali
PR,Fukuoka
AG,Moroni
GI,Mashhad
GN,Edinburgh
CS,Minsk
SJ,Shillong
CZ,Macau
SA,Daegu
FR,Stanley
GY,Las Palmas de Gran Canaria
CS,Kano
HT,Huế
RW,Nouakchott
CA,Douglas
AE,Chuí
NF,Douglas
BJ,Sukhumi
BS,Agartala
SO,Astana
TZ,Perth
LC,Thimphu
GR,N'Djamena
VN,Salt Lake City
NA,Tbilisi
PM,Taiyuan
PW,Ambon
DK,Cockburn Town
BT,Funafuti
HN,Quito
TH,Port Blair
PL,Split (city)
CX,Philadelphia
TH,Dublin
HK,Ushuaia
CG,Nukuʻalofa
GS,Saint-Pierre
MA,Saint-Pierre
IO,Caracas
EC,Regina
TL,Alexandria
NR,Ibiza
DK,Hilo
CM,Lubumbashi
IL,Lyon
AN,Tunis
SZ,Copenhagen
OM,Bahía Blanca
CI,São Paulo
VI,Belfast
PS,Oranjestad
LK,Banda Aceh
ID,Surabaya
JE,Avarua
ML,Rio Branco
GE,Papeete
TN,Iqaluit
DZ,Tamale
MO,Ibiza
CF,Porto
GL,Sabha
KR,Port-au-Prince
DO,Philadelphia
IT,Alor Star
KP,Taiyuan
LY,Cleveland
DM,Antwerp
BZ,Baghdad
CZ,Mersin
IL,Chiang Mai
PK,Peshawar
UM,Bissau
HR,Gdańsk
AL,Arbil
NA,Madrid
RE,İzmir
KN,Los Angeles
TG,Paris
MD,Phnom Penh
AL,Lubumbashi
FK,Accra
IQ,Ludhiana
HT,Asmara
IR,Dongguan
MY,Yokohama
SH,Port Moresby
NF,Hanoi
GS,Strasbourg
BB,Roseau
SY,Hamburg
LT,Faisalabad
KG,Indianapolis
US,Asmara
CO,Road Town
BA,Quetzaltenango
SV,Kaesong
AM,Houston
UZ,Changchun
QA,Yerevan
RU,Libreville
TT,Memphis
NF,Serekunda
KN,Leipzig
AL,Tórshavn
US,Colombo
CH,Srinagar
PR,Alofi
SA,Pristina
LV,Alor Star
IN,Vientiane
US,Makati City
CK,Hargeisa
ER,Ndola
IN,Atlanta
KW,Okinawa
NR,Birmingham
BY,South Tarawa
DK,Jamestown
CM,Nashville
PF,Tunis
UA,Labasa
BV,Jaipur
KN,Zhengzhou
FK,Düsseldorf
UA,Dededo
IE,Chengdu
GG,Denver
EE,Wonsan
SJ,Montevideo
AW,Sarajevo
VU,Dar es Salaam
GW,Adana
MN,Nashville
LK,Tripoli
MV,Nicosia
EC,Miami
CD,Pontianak
PW,Tashkent
LV,Cape Town
GS,Port Moresby
AZ,Namangan
MK,Stockholm
JE,Salt Lake City
SR,Sucre
ZA,Buenos Aires
SK,Manama
SJ,Tucson
CX,Frankfurt
WF,Yellowknife
KN,Stanley
LV,Santiago
AI,Barcelona
JM,Lima
VA,Konya
TZ,Yogyakarta (city)
GL,Hobart
NE,Honiara
TL,Birkirkara
NU,Tbilisi
UZ,San Carlos de Bariloche
CF,Algiers
IO,Bratislava
UM,Tijuana
LK,Papeete
DJ,Abuja
SA,Minsk
EC,Tianjin
LT,Lagos
LA,Makati City
FM,Astana
LY,Geneva
IO,Moscow
PK,Beirut
IL,Islamabad
SZ,Alor Star
FR,Muscat
BM,Tel Aviv
PY,Wollongong
SZ,Dededo
FO,Pelotas
TD,Chihuahua
TN,Santo Domingo
GA,Santa Cruz de Tenerife
GF,Malmö
PF,Sri Jayawardenapura-Kotte
AW,Denver
PS,Barranquilla
VU,Tskhinvali
SD,Boa Vista
BM,Rio de Janeiro
AR,Algiers
PM,Pune
TT,Columbus
DZ,Ottawa
CF,Bridgetown
SI,Port Elizabeth
LC,Port-au-Prince
DJ,Stanley
TF,Palma
GQ,Banda Aceh
CO,Davao City
GN,Manchester
KW,Sofia
CZ,Seville
AQ,San Fernando
CU,Frankfurt
FR,Monterrey
JO,Harbin
SE,Yangon
AZ,Tashkent
BT,Kandahar
MU,Los Angeles
EG,Saint Petersburg
FM,Hanover
AG,Indianapolis
NF,Cairo
QA,Puebla
VA,Cincinnati
FI,Nice
VG,Saint Petersburg
NC,Forked River
LB,Gaza
AW,Rabat
SA,Road Town
GE,Chişinău
RO,Regina
PF,Guangzhou
VC,Daegu
AL,Kingston
SE,Colombo
SK,Ibadan
YE,Boston
MU,Luxor
MM,Juneau
GY,Hanover
GQ,Warsaw
DK,Nukulaelae
BM,Ürümqi
ID,Amman
DK,Srinagar
TN,Lahore
IS,Hamburg
KP,Yekaterinburg
AM,Jaipur
TW,Port Moresby
CR,Guayaquil
EC,Bratislava
CX,Roseau
CR,Kandy
RE,Gothenburg
SH,Cayenne
SG,City of San Marino
LI,Kandahar
BZ,Moscow
US,Podgorica
CO,Thimphu
TR,Lviv
SB,Ushuaia
SZ,Naypyidaw
BD,Sydney
SH,George Town
ZA,Amman
DE,Andorra la Vella
NI,Seattle
BE,Dar es Salaam
EG,Nouakchott
KM,Tehran
RW,Maputo
KY,Gold Coast
EC,Djibouti (city)
DM,Gold Coast
AS,Lagos
UG,Kandahar
HT,Vientiane
NU,Hamburg
ER,Shillong
KN,Qingdao
MK,Wichita
JM,Minneapolis
ET,Makati City
MA,Athens
IN,Horta (Azores)
YT,Santa Cruz de la Sierra
ZM,Pontianak
BH,Douala
TL,Hong Kong
GW,Tbilisi
LR,Tskhinvali
EG,Angra do Heroísmo
FM,Jacksonville
KI,Bergen
YT,Chuí
AQ,Manama
MA,Charlottetown
HN,Barranquilla
PG,Kingston
EG,São José dos Campos
SK,Stepanakert
PF,Honiara
AQ,Dunedin
SL,Fort-de-France
TZ,Palembang
AW,Rockhampton
SE,Palikir
CS,Medina
GY,Ibadan
GS,Stockholm
RE,Perth
JM,Damascus
AO,Tokyo
LC,Yamoussoukro
VG,Atlanta
AG,Pattaya
VA,Bogotá
CY,San Francisco
GT,Arbil
PF,Hobart
MH,Shanghai
GI,Veracruz
BY,Panama City
NI,Ouagadougou
BI,Jaipur
LV,Canberra
AI,Pittsburgh
FJ,Pittsburgh
LK,Recife
FK,Yaoundé
TF,Peshawar
GG,Rosario
TG,San Francisco
BH,Lobamba
BY,Bratislava
KW,Tashkent
PR,Louisville
CY,Kigali
RE,El Aaiún
RE,Kingston
KM,Gothenburg
PF,Tripoli
GH,Rio Branco
MZ,Johannesburg
SH,Chişinău
FR,Caracas
TC,Lusaka
MG,Bogotá
TF,Wellington
LI,Geneva
CC,Copenhagen
SV,Nukulaelae
PL,Chişinău
EC,Invercargill
CM,Osaka
ZM,Austin
LU,Guwahati
BB,Boston
LR,New Orleans
UY,Gangtok
ZM,Mexicali
GW,Makassar
CS,Monrovia
AZ,Lubumbashi
MY,Salt Lake City
IE,Lomé
MD,Prague
FM,Kota Kinabalu
LI,Indianapolis
ZW,Thimphu
NO,Wollongong
NA,Yakutsk
BM,Shanghai
MT,Roseau
BA,Nairobi
NC,Damascus
FR,Medan
NA,Calgary
YT,Houston
BD,Atlanta
IS,Milan
AT,Asmara
TC,Pago Pago
GD,Timbuktu
NU,Dededo
AF,Milan
PH,Christchurch
NP,Bern
CV,Birkirkara
JE,Niamey
PW,New Orleans
UZ,Iqaluit
BM,Abu Dhabi
IE,Jersey City
SI,Xi'an
HN,Chişinău
HN,Bloemfontein
PK,San Antonio
AI,Bangkok
LS,Port Moresby
MQ,Arbil
ZW,Kigali
BV,Tripoli
ID,Shigatse
ET,Saint-Pierre
DM,Shenzhen
GL,Stepanakert
CY,Mamoudzou
HN,Port Louis
TK,Arequipa
SA,Saint John
LY,Tianjin
BO,South Tarawa
SJ,Warsaw
SY,Sri Jayawardenapura-Kotte
ZM,San José
DO,Roseau
JO,Nicosia
BI,Naypyidaw
LU,Yakutsk
MS,Miri
EG,Shigatse
KZ,Houston
VE,Asunción
SL,Curitiba
AQ,Calama
NR,Espoo
BZ,Atlanta
RE,Saint John
CN,Horta (Azores)
GB,Osaka
VN,Makassar
YT,Abuja
EE,Zagreb
KN,Nukuʻalofa
CN,Boston
SI,Odessa
GG,Kuala Lumpur
CL,Aarhus
CX,Geneva
DJ,Bloemfontein
LU,Srinagar
NL,Nantes
LB,Cape Town
JM,Guayaquil
HR,Mexico City
KP,Belmopan
HU,Freetown
ZM,Saint John
LV,Cockburn Town
LK,Oranjestad
PY,Geneva
GQ,Gdańsk
MH,Nicosia
PW,Ürümqi
LI,Rio Branco
ER,Hamilton
PF,Bratislava
TN,Surat Thani
AS,Semarang
LV,Maputo
CZ,Stuttgart
UM,Port-au-Prince
TO,Bratsk
UM,Zürich
AU,Macau
JE,Barranquilla
GI,Gibraltar
CY,Surat
PH,Omsk
MO,Papeete
GT,Denver
SO,Vientiane
GU,Omdurman
PH,Tucson
IN,Vancouver
MX,Bratislava
SB,Shigatse
KE,Ulan Bator
DK,Moscow
FI,San Francisco
PT,Manama
WF,Mamoudzou
VA,Malé
MA,Las Vegas
IT,Ahmedabad
PL,Vientiane
KE,El Paso
SO,Milwaukee
AF,Dresden
LI,Ambon
HR,The Valley
CG,Francistown
UZ,Asmara
SN,Rio Branco
SY,Tórshavn
IN,Cairo
PS,Minneapolis
FI,Shigatse
ID,Brikama
GW,Belmopan
TH,Boa Vista
JO,Hamilton
TF,Hamilton
AL,Bandar Seri Begawan
CH,Dakar
SO,Tampa
ST,Omdurman
TF,Brussels
GP,Palikir
GM,The Valley
IR,St. George's
SR,Bahía Blanca
YE,Daegu
KW,Saipan
PK,Adamstown
KI,Gangtok
MS,San Juan
LK,Bridgetown
AI,Quito
DE,Guatemala City
VC,Kaliningrad
ID,Saint John
MU,Lviv
CH,Columbus
YE,Nice
ML,Nanjing
BI,Sana'a
SD,Incheon
PT,Cairo
PL,Puerto Williams
TO,Boston
CX,Havana
HM,Balikpapan
CX,Multan
CC,Cayenne
RU,Luxembourg (city)
OM,Sapporo
AS,Cusco
JM,Nukuʻalofa
ZA,Taipei
KN,Salzburg
FR,Liverpool
EH,Muscat
WF,Concepción
SH,Geelong
PA,Milan
TZ,San Francisco
CO,Cork (city)
NO,Hanover
AR,Shenzhen
ML,Townsville
MM,Omdurman
ZA,Managua
TO,La Paz
LA,Quetzaltenango
IR,Port Said
PL,Pontianak
YT,Tegucigalpa
GS,Maceió
MO,Cologne
WF,San Carlos de Bariloche
AT,Zanzibar City
FR,Bangkok
ML,Toronto
IM,Honolulu
EH,Kota Bharu
KY,Hamburg
CY,Belgrade
JP,Ushuaia
ZM,Yellowknife
SR,Lhasa
NE,Suva
EE,Multan
SZ,Siem Reap
GT,Warsaw
CL,N'Djamena
PG,Bloemfontein
PG,Prague
PS,San Salvador
SN,Santa Cruz de la Sierra
SY,Ciudad del Este
GY,Panama City
AG,Quetzaltenango
BV,Dhaka
BR,Taipei
GT,Francistown
LS,Kanpur
CH,Rotterdam
CR,Kaesong
AT,Adana
BM,Forked River
SN,Magadan
MY,Macau
CG,Manaus
SL,Bogor
KW,Liverpool
KY,Santiago de Cuba
GQ,Campinas
AO,Phoenix
PF,Patna
FR,Davao City
IM,Belgrade
GS,Dubai
VG,Geelong
GR,Montevideo
PE,Da Nang
US,Iloilo City
TR,Honiara
FJ,Lubumbashi
TW,Khartoum
GR,Nukulaelae
AE,Nantes
HK,Bogor
AZ,Palikir
GF,İzmir
AO,Maceió
TN,Freetown
NP,Monaco
GW,Xining
MZ,Faisalabad
AO,Hyderabad
AN,Manila
SD,Addis Ababa
GI,Tartu
NG,Chongqing
MP,City of Halifax
RW,Boston
CF,Dunedin
TV,Kigali
PK,Basse-Terre
BI,Sana'a
PG,Dammam
UZ,Tehran
GG,Nouakchott
CS,Zagreb
PE,George Town
US,Shanghai
PF,Port Moresby
TC,Charlottetown
NL,Kandahar
GR,Yokohama
AR,Kanpur
RW,Marseille
SI,Patna
ST,Yellowknife
RE,Tunis
AM,Huế
BR,Chittagong
GD,Porto Alegre
JE,Rome
KZ,Tokyo
BT,Guangzhou
LT,Charlottetown
AE,Maseru
HM,Stanley
MY,Montevideo
AQ,Málaga
NG,Jersey City
GH,Weno
BT,Kunming
LU,Okinawa
SV,Cannes
AL,Wichita
EH,George Town
US,Manaus
TF,Moscow
TT,Lanzhou
CD,Athens
HU,Iloilo City
TF,Birmingham
HK,Nuuk
GN,City of Halifax
LT,Graz
AN,Auckland
FJ,Marseille
PK,Jamestown
ML,Hagåtña
GR,Chaguanas
BM,Yogyakarta (city)
JO,Puebla
CU,Tunis
KR,Hiroshima
BT,Norilsk
AQ,Sitka
KM,Quetzaltenango
FI,Changchun
VA,Guwahati
ER,Macapá
IL,Islamabad
MP,Chittagong
GE,Doha
GL,Hamburg
LS,Bratislava
CK,Ponta Delgada
YT,Calgary
EE,The Hague
IQ,Astana
DK,Shigatse
KW,El Paso
RU,Stockholm
HT,Fort-de-France
JE,Cairo
VC,Cincinnati
HT,La Paz
CO,Hanover
LR,Charlottetown
SZ,Davao City
GF,Osaka
CA,Doha
VG,Handan
BI,Austin
NU,Reykjavík
LA,Manaus
JP,George Town
TO,Kota Bharu
EE,Hanover
IL,Tórshavn
TM,Atlanta
GW,Bulawayo
IR,Suez
DJ,Yamoussoukro
TF,Wellington
AR,Enugu
HU,Gibraltar
KG,Calgary
LA,Koror
CV,Maseru
LV,Shenzhen
NE,Bulawayo
MV,Maseru
MQ,Malang
GU,Bilbao
PH,Alexandria
SC,Mandurah
YE,Ibadan
BS,Hanover
PL,Valencia
BV,Murmansk
CG,Stuttgart
TJ,Nantes
BD,Valletta
TW,Jaipur
MO,Rabat
AQ,Glasgow
LR,Nantes
SM,Rio Branco
DM,Kandy
BB,Yamoussoukro
CK,Islamabad
YT,Zhengzhou
AO,Calama
MQ,Santa Cruz de Tenerife
MD,Melbourne
MM,Ushuaia
UY,Hamilton
TD,Lusaka
BJ,Luanda
PG,Bratsk
BT,Belém
TD,Chennai
LK,Santa Cruz de la Sierra
TM,Quetzaltenango
BT,Campinas
MH,Kyoto
TD,Gangtok
FI,Dunedin
UM,Naples
AU,Prague
TT,Ho Chi Minh City
HN,Mumbai
BF,Budapest
IL,Magadan
TW,Budapest
AZ,Oslo
GU,São José dos Campos
AM,Yekaterinburg
GP,Oranjestad
MH,New Orleans
JP,Dhaka
NE,Indianapolis
KP,Port Louis
MC,Conakry
LT,Luanda
TF,Warsaw
KR,Cockburn Town
GE,Horta (Azores)
LR,Srinagar
RU,Aberdeen
MG,Tampere
TM,El Paso
TV,Bangkok
LK,Tagbilaran
CZ,Ankara
SR,Milan
HT,Nagoya
QA,Timbuktu
TR,Okinawa
BE,Recife
AE,Wellington
KR,Huế
MM,Jakarta
MM,Jeddah
SH,Salzburg
LR,Tashkent
CM,Dededo
AT,Mandurah
BJ,Odessa
MC,Port-au-Prince
JO,Asunción
EC,Vientiane
MD,Arbil
MM,Rio de Janeiro
UG,Geneva
KE,N'Djamena
CY,Honiara
CD,Zhengzhou
ZM,Budapest
MY,Lima
SE,Lubumbashi
BY,Cartagena
UG,Samara
HT,Cairns
UY,Indianapolis
GM,Kinshasa
EC,Frankfurt
SE,Shenyang
BA,Kathmandu
MG,Tehran
ID,Managua
RW,Nakhon Ratchasima
CL,Nuuk
TV,Yaoundé
EG,Podgorica
MZ,Raleigh
JP,Shigatse
AQ,New Delhi
VG,Boa Vista
MZ,Cairo
NL,South Tarawa
SI,Port Vila
BE,Newcastle
NG,Nice
EH,Sukhumi
MT,Vancouver
MY,Weno
AM,Hiroshima
CF,Manzini
SC,The Hague
PG,Pago Pago
MC,Cardiff
PE,Prague
GT,Perm
GA,Antananarivo
NA,Geneva
TJ,Zürich
NO,Basse-Terre
BJ,Budapest
TF,Wellington
BG,Miami
SY,Dededo
IL,Concepción
GF,Veracruz
MK,Charlottetown
BD,Assis
TC,Jaipur
NO,Punta Arenas
GF,Shigatse
TJ,Surat Thani
BG,Andorra la Vella
MA,Angra do Heroísmo
WS,Rome
ZW,Hanoi
CU,Yaoundé
VG,Jerusalem
IO,Jacksonville
MT,Saint John
MM,Basse-Terre
MV,Durban
PG,Dunedin
LK,Strasbourg
CI,Istanbul
TG,Hyderabad
IM,Samara
TK,Semarang
KN,Cuiabá
UZ,Frankfurt
CY,Nicosia
BT,Palembang
PG,Mérida
RW,Quezon City
NA,Ndola
VG,St. John's
PF,Padang
ST,Serekunda
GE,Funafuti
BJ,Odessa
PK,Xi'an
MO,Boa Vista
MN,Malé
LV,Tampa
MM,Cape Town
LY,Lobamba
TC,Townsville
KE,Fortaleza
ZW,Nukulaelae
SM,Yellowknife
PH,Padang
PE,New Orleans
IM,Port Elizabeth
GQ,Bangkok
PA,Juneau
LS,Jersey City
PR,Birmingham
UZ,São Paulo
MN,Bahía Blanca
AG,Belize City
SJ,Amman
CI,Yerevan
SA,Pekanbaru
GU,Washington
KY,Malabo
NF,Agartala
MP,Turin
CO,Pyongyang
TL,Palikir
AF,Tartu
DZ,Manzini
BJ,Porto
MW,Anchorage
OM,Bahía Blanca
IN,Jacksonville
LI,Lhasa
BS,Jacksonville
CD,Pittsburgh
IE,Willemstad
BJ,Medan
BA,Banda Aceh
TN,Angra do Heroísmo
RE,Chennai
TJ,Santo Domingo
KN,Medan
TK,Dili
SG,Bujumbura
WF,Tucson
FR,Honolulu
MY,Tallinn
KM,Magadan
SN,Copenhagen
CV,Dakar
GD,Nanjing
OM,La Paz
PE,San Francisco
BD,Luxembourg (city)
CV,Newcastle
AM,Batticaloa
SM,Miami
MM,Incheon
IQ,Serekunda
GW,Campo Grande
KZ,Yogyakarta (city)
MK,Minneapolis
KN,Pekanbaru
NC,Faisalabad
LA,Fort-de-France
BD,Omdurman
NZ,Oslo
EC,Blantyre
PN,Sabha
LT,St. John's
LR,Washington
NU,Murmansk
TF,Chittagong
GQ,Bahía Blanca
UZ,Honiara
UA,Porto Velho
BI,Kaohsiung
SE,Skopje
RO,Bursa
AX,Seattle
GN,Monterrey
TT,Jaipur
NL,Samara
JO,Tampere
RE,Roseau
NA,Brazzaville
UG,Las Palmas de Gran Canaria
HU,Ashgabat
KM,Hagåtña
TT,Helsinki
CS,Chittagong
GF,Leeds
NF,Nantes
CC,São Tomé
ES,Brisbane
TG,Ottawa
IR,Guadalajara
EH,Faisalabad
MT,Vitória
KY,Rome
AQ,Nairobi
BF,Novosibirsk
MO,Road Town
CM,Taiyuan
KN,Warsaw
IQ,Okinawa
IO,Stuttgart
GW,Vitória
BZ,Tampere
AZ,Casablanca
FM,Chicago
TG,Tokyo
MN,Bergen
IR,Munich
MP,Frankfurt
IQ,Rawalpindi
IO,Sabha
JP,Pyongyang
SD,Tashkent
BH,Singapore
JM,Konya
HM,Dodoma
NR,Davao City
CR,Concepción
PE,Lyon
AU,Toulouse
TF,Yekaterinburg
MZ,Washington
MP,Antwerp
MX,Ipoh
GN,Paris
NG,Baltimore
AS,Kota Bharu
EG,Mérida
SY,Ciudad del Este
ER,Nicosia
FJ,Willemstad
TR,Macau
CN,Milan
GW,Adak
KG,Rochester
ML,Kota Kinabalu
CR,Seville
NR,Oslo
LY,Port Elizabeth
FR,Sofia
SR,Conakry
BE,Rabi Island
MP,Vancouver
CR,Port of Spain
ML,Bandung
LS,Whitehorse
NC,Taichung
LI,Saint Petersburg
NO,Santo Domingo
MM,Geneva
UM,Tel Aviv
CN,Monrovia
CI,Sarajevo
HT,Namangan
MQ,Charlottetown
MT,Koulikoro
EC,Saskatoon
TM,Honolulu
TV,Quezon City
TV,Changchun
AE,Papeete
AT,Nanjing
MX,Amsterdam
HR,Moscow
TK,San Diego
BR,Bratsk
BA,London
MD,Tampa
SV,Ciudad del Este
AM,Providence
BZ,Sana'a
LC,Denver
DM,Mata-Utu
TW,Tallinn
UY,Ludhiana
ST,Birmingham
MT,Gdańsk
IN,Da Nang
NF,Las Palmas de Gran Canaria
SZ,Veracruz
BF,The Hague
GU,Nashville
TZ,Osaka
MW,Kanpur
KI,Mumbai
MQ,Macapá
LK,Tallinn
PT,Paramaribo
TR,Bridgetown
MX,São Tomé
EC,Port Vila
VG,Mersin
KG,Jinan
CV,Forked River
RW,Taiyuan
TM,Gdańsk
MH,Bilbao
BZ,Damascus
ER,Chiang Mai
CI,Moroni
KY,Nagpur
NF,Simferopol
IQ,Ushuaia
PF,Geneva
PM,Almaty
PT,Davao City
NF,Kigali
VN,Leipzig
MW,San Carlos de Bariloche
AT,Riyadh
SJ,San Salvador
MY,Edmonton
KG,Petropavlovsk-Kamchatsky
BB,Alor Star
CM,Atlanta
PG,Ahmedabad
MY,Quebec City
CH,Cologne
SD,Córdoba
MY,Düsseldorf
PG,Chiang Mai
GE,Havana
VU,Adana
UA,Sitka
MX,Luanda
PW,Saint Petersburg
UY,Ciudad del Este
RO,Kota Kinabalu
BZ,Cartagena
KZ,Medellín
MT,Hamburg
NP,Managua
SH,Campo Grande
NZ,Jacksonville
NA,Nanjing
TW,Bratsk
SG,Edinburgh
DM,Charlotte Amalie
AZ,Yaren District
HR,Geelong
GA,Espoo
EG,Townsville
BE,Porto Alegre
SE,Omsk
TM,Chongjin
NC,Lusaka
GY,Gangtok
MZ,Iloilo City
AT,Calgary
AF,Cusco
NZ,Ciudad del Este
MK,Perm
BI,Tbilisi
AR,Nanning
SZ,Odessa
BV,Naples
TJ,Shanghai
DE,Antananarivo
AO,Pago Pago
JE,Busan
NI,Recife
HN,İzmir
DO,Cuiabá
PR,Atlanta
IT,Lima
HT,The Valley
BY,Palma
GB,Manchester
VN,Yogyakarta (city)
FI,Mamoudzou
VC,Bern
JP,Riga
AS,Koror
HR,Houston
AW,Medellín
AQ,Makassar
BT,Mogadishu
WS,Beijing
LK,Namangan
IS,Taichung
KG,Guatemala City
AF,Malmö
PN,São Paulo
SG,Belize City
LR,Kobe
PH,Punta Arenas
NG,Adak
BR,Baghdad
SI,Palma
VI,Honolulu
TG,Berlin
LR,Xi'an
GD,Tijuana
NE,Birmingham
GA,New York City
OM,Belém
NU,Yellowknife
DE,El Aaiún
MH,Shillong
HK,Singapore
BZ,Whitehorse
CY,Valencia
TW,Melekeok
GR,Port Vila
TO,Dhaka
CG,Ushuaia
LC,Nanning
GR,Bulawayo
BM,Brikama
NF,Xining
KH,Guayaquil
GN,Papeete
DO,Dresden
NU,Suez
MM,Jeddah
KW,Algiers
AX,Dar es Salaam
TZ,Chengdu
BY,İzmir
BV,Dammam
GS,Marseille
MM,Madrid
GQ,Yekaterinburg
AM,Palembang
JM,Udon Thani
CX,Baku
MU,Bratsk
AU,Shillong
FM,Algiers
NR,Chuí
GS,Oklahoma City
SA,Enugu
TM,Mecca
BW,Tabriz
FK,Honiara
BO,Taiyuan
FI,George Town
BG,Buenos Aires
MG,St. George's
NU,Jeddah
GG,Chongqing
FI,Mecca
MR,Saipan
MK,Rawalpindi
TT,Dalian
VE,Fukuoka
TR,Vientiane
UA,Kingstown
ZM,Pago Pago
FM,Kuala Lumpur
DE,Lisbon
BW,Tashkent
MV,Djibouti (city)
BA,Santa Cruz de la Sierra
IS,Makati City
MR,Pretoria
TW,Santiago de Cuba
TD,Hiroshima
GN,Chicago
IS,Asmara
PR,Vientiane
BE,Nagpur
LU,Vienna
YE,Johannesburg
TJ,Tegucigalpa
ZM,Vienna
AX,Beirut
TW,Bern
FM,Port of Spain
DZ,Dunedin
RE,Calama
GI,Austin
FK,Tashkent
SB,Antananarivo
ST,Longyearbyen
MN,Puebla
SZ,Barranquilla
NP,Rotterdam
CI,La Serena
AG,Karachi
HM,Xining
MA,Amman
NG,Udon Thani
OM,Podgorica
AX,Jamestown
KI,Quezon City
DZ,Guwahati
KW,Asunción
DM,Caracas
UA,Melbourne
LC,Los Angeles
TL,Simferopol
KZ,Jakarta
LT,Rawalpindi
TM,Hobart
NE,Warsaw
HK,Mbabane
MC,Tripoli
MH,Tehran
CL,Riverside
TK,Magadan
CD,Melbourne
ML,Ndola
AT,Kanpur
ER,Zamboanga City
GW,Lisbon
VU,Cape Town
GI,Livingstone
JO,Castries
DZ,Charlottetown
NO,Tartu
HT,Amritsar
DJ,Avarua
LA,Quito
BG,Basra
GG,Ushuaia
MA,Liverpool
EE,Doha
SL,Dunedin
GY,Tampa
GB,Palikir
TK,Christchurch
AF,Osaka
IT,İzmir
VN,Thiès
CG,Lagos
CV,Majuro
AQ,Multan
GY,Xining
PK,Minsk
PF,Tucson
CK,Tehran
PT,İzmir
MU,Kansas City
NC,Hong Kong
SO,Nouméa
AF,Ambon
SO,Madrid
DM,Libreville
QA,Koulikoro
JO,Siem Reap
ZA,Santiago
RW,Monrovia
RU,Cincinnati
AQ,Curitiba
BZ,Namangan
SY,Recife
US,Odessa
GL,Serekunda
BR,Hamilton
NU,Kuala Lumpur
MG,Cologne
NE,Rotterdam
HT,Luanda
PE,Nassau
DZ,Las Vegas
EH,Dongguan
MQ,Valparaíso
KI,Brasília
AM,Agartala
VG,Belmopan
NR,Namangan
GS,Faisalabad
BG,Bogor
YT,Mérida
MG,Providence
ER,Kingstown
JO,Hamilton
NG,Wichita
MO,Johannesburg
NC,Ciudad del Este
SA,Macau
CV,Darwin
KI,Ambon
CD,Kraków
MO,Innsbruck
GL,Batticaloa
LC,Adana
GY,Malacca Town
KI,Banda Aceh
GS,Charlotte Amalie
BT,Tijuana
PK,Petropavlovsk-Kamchatsky
CZ,Denpasar
KW,Mwanza
GQ,Durango
TC,Bridgetown
FO,Kandy
MN,Riga
EC,Faisalabad
GF,Salzburg
FM,Dallas
GE,Louisville
GW,Chittagong
MY,Asunción
TK,Toronto
SI,Reykjavík
NU,Marrakech
GN,Kuching
KM,Jakarta
AT,Maceió
FK,Ulan Bator
MZ,Rio Branco
TG,Cayenne
DJ,Majuro
BJ,Suva
HU,Porto Alegre
SA,Valletta
AL,Bandung
GW,Bissau
VU,Udon Thani
FO,Whitehorse
BB,Porto Velho
GL,Abu Dhabi
LR,Kuching
ZM,Lanzhou
GD,Hamilton
MM,Memphis
TV,Belfast
ML,São Paulo
ZM,Medellín
VU,Taiyuan
RO,Kandy
CF,Castries
CS,Quito
KN,Macau
TF,Oslo
ZW,Toulouse
UY,Bamako
ET,St. John's
AI,Guangzhou
PN,Honiara
GG,Kiev
KH,Marrakech
PY,Tripoli
VN,Nizhny Novgorod
CS,Dublin
AR,Jacksonville
HR,Pekanbaru
SL,Stepanakert
KH,Mashhad
VA,Damascus
KW,Havana
KY,Rome
CM,Dubai
KM,Las Palmas de Gran Canaria
AN,Lusaka
SK,Nagpur
AU,Reykjavík
GM,Rawalpindi
CN,Valletta
NE,Siem Reap
PF,Charlotte
CY,Cebu City
TT,Port-au-Prince
AE,Ibadan
GQ,Tamale
CX,Dodoma
WF,Forked River
VU,Tel Aviv
UA,Enugu
DZ,Vienna
NG,Brussels
MY,Jakarta
BE,Astana
MK,Quito
KZ,Chicago
ZW,Warsaw
GQ,Ankara
RU,Hargeisa
NR,Ushuaia
ST,Bissau
ZW,Vitória
DM,Melekeok
LK,Greenwich
SH,Warsaw
AU,Chongjin
ER,Anadyr (town)
SO,Algiers
MX,Harare
RU,Bulawayo
TM,Vienna
SY,Horta (Azores)
KZ,Novosibirsk
AS,Oranjestad
UA,Toulouse
VN,Invercargill
